1,2
3,4
3,5
3,6
7,8
9,8
10,11
12,8
13,8
2,8
14,8
15,8
16,17
10,18
16,17
10,19
16,17
16,17
10,20
20,8
10,21
19,8
22,23
11,8
3,24
3,25
26,27
10,28
1,29
3,12
3,30
3,31
10,32
1,33
34,35
10,36
32,8
36,8
35,8
29,8
24,8
10,37
21,8
28,8
10,38
10,39
10,40
41,42
10,43
44,45
38,8
40,8
10,46
3,47
3,12
3,48
3,49
37,8
50,8
10,51
26,27
1,52
10,53
3,12
3,54
10,55
1,56
3,57
46,8
48,8
47,8
51,8
45,8
53,8
10,58
12,8
59,60
10,61
10,62
63,64
10,65
3,66
10,67
3,68
3,69
3,12
3,70
3,71
3,72
3,73
1,74
58,8
55,8
61,8
62,8
3,75
56,8
65,8
10,76
3,77
3,12
3,78
10,79
10,80
3,12
3,81
1,82
83,84
85,84
86,84
87,84
88,84
89,84
90,84
26,27
3,91
92,84
93,84
94,84
95,84
96,84
97,84
10,98
99,84
100,84
101,84
102,84
103,84
104,84
105,84
106,84
107,84
78,8
79,8
108,84
109,84
110,84
111,84
66,8
112,84
76,8
113,84
80,8
74,8
67,8
10,114
12,8
69,8
81,8
10,115
10,116
117,118
119,120
10,121
115,8
116,8
91,8
98,8
114,8
122,84
10,123
10,124
10,125
3,12
123,8
3,126
121,8
124,8
10,127
3,128
10,129
125,8
26,27
130,84
131,84
132,84
133,84
134,84
135,84
10,136
137,84
22,23
10,138
1,139
3,12
3,57
10,140
127,8
3,12
10,141
10,142
138,8
129,8
10,143
10,144
10,145
140,8
1,146
144,8
141,8
143,8
142,8
10,147
148,149
150,151
10,152
26,27
10,153
3,12
148,154
10,44
145,8
152,8
10,155
3,12
156,157
3,158
10,159
160,161
162,157
10,163
161,8
156,157
153,8
154,8
10,164
155,8
163,8
162,157
158,8
10,165
159,8
3,12
12,8
3,166
156,167
3,168
10,169
3,12
1,170
10,171
10,172
170,8
165,8
164,8
169,8
26,27
3,12
10,173
171,8
10,174
10,175
10,176
177,178
175,8
172,8
3,12
8,179
173,8
10,180
12,8
10,181
10,182
183,177
10,184
176,8
181,8
178,8
10,185
186,187
167,59
180,8
3,12
182,8
3,188
10,189
3,128
1,52
1,190
1,191
3,54
3,6
26,27
22,23
1,192
10,193
10,194
195,196
1,197
193,8
187,8
184,8
10,198
189,8
190,8
185,8
191,8
10,199
200,201
200,201
200,201
200,201
10,202
203,84
1,204
10,205
10,206
196,8
198,8
197,8
1,207
202,8
10,208
1,209
10,210
211,212
10,213
26,27
214,215
10,216
217,84
206,8
10,218
219,8
212,8
208,8
210,8
10,220
207,8
3,47
3,12
10,221
218,8
220,8
216,8
47,8
215,8
222,84
10,223
10,224
3,225
10,226
3,12
3,126
3,57
10,227
3,12
228,84
12,8
26,27
225,8
10,229
226,8
10,230
231,232
1,56
10,233
3,234
3,12
10,235
236,237
230,8
56,8
235,8
232,8
10,238
237,8
234,8
227,8
10,239
233,8
240,84
241,84
242,84
243,84
244,84
245,84
246,84
247,84
248,84
249,84
1,82
10,250
1,251
10,252
3,253
3,12
3,254
3,73
3,255
3,13
1,256
10,257
199,258
10,259
260,261
10,262
253,8
251,8
3,263
258,8
3,264
12,8
3,12
256,8
1,265
22,23
13,8
254,8
239,8
10,266
3,5
3,12
26,27
263,8
262,8
10,267
3,268
3,269
3,12
3,6
10,270
1,52
10,271
10,272
1,273
3,12
10,274
3,6
267,8
265,8
270,8
268,8
10,275
272,8
12,8
10,276
277,278
1,279
277,280
277,281
277,282
283,284
10,285
3,12
3,286
283,64
287,288
3,289
283,290
26,27
283,291
283,292
283,293
283,294
273,8
283,295
283,248
283,296
283,297
283,298
283,299
10,300
276,8
283,301
283,302
283,303
283,304
283,240
283,305
283,306
283,307
3,12
10,308
282,8
288,59
278,8
3,12
10,309
3,31
10,310
10,311
308,8
301,8
303,8
297,8
309,8
286,8
285,8
12,8
304,8
10,312
284,8
307,8
295,8
296,8
291,8
310,8
292,8
1,313
10,314
311,8
312,8
10,315
1,159
316,84
3,12
10,317
26,27
318,84
3,128
10,319
10,320
321,322
3,323
324,325
3,12
3,126
10,326
3,327
3,6
315,8
322,8
320,8
159,8
316,84
319,8
317,8
325,8
3,6
10,328
3,329
10,330
3,331
327,8
10,332
3,66
3,47
3,12
3,333
3,334
10,335
26,27
3,336
3,12
3,71
22,23
332,8
66,8
1,337
47,8
12,8
335,8
333,8
334,8
3,12
3,338
1,339
3,340
3,57
340,8
339,8
3,341
337,342
1,170
343,344
1,74
170,8
341,8
342,8
26,27
10,7
3,345
3,12
1,82
10,346
7,8
74,8
10,347
10,348
349,84
10,350
10,351
1,52
