21079,51986
23615,15500
36243,15500
19222,15500
52609,15500
494,31841
39450,54171
1668,32959
22056,396
41290,53426
36159,24972
24835,15605
54676,47628
28191,30741
637,52541
3110,25842
34880,54297
49837,52204
20701,33697
18950,3120
24568,24474
4226,45318
33034,33358
53061,18450
21465,26883
53987,36963
49365,31760
47885,52065
53215,12328
27207,3621
16886,14001
13677,52065
40323,21188
28023,3120
48043,50283
6064,21188
41038,21188
38479,21188
43815,27909
2313,27042
22051,18542
39348,21188
32045,34775
28047,33697
20067,21188
40501,21188
48777,42146
42482,15500
9444,15500
15306,15500
2297,15500
575,15500
23568,23790
23568,51735
23568,34979
30950,39063
36666,42271
40383,35342
9827,53426
23813,12849
37089,27835
38867,14362
42506,14362
10729,10303
28823,39149
28823,1399
9196,14362
41072,27835
4607,14362
15761,53426
12579,4015
10495,40880
28823,44119
13635,52065
12579,50308
10729,50561
46102,30741
12579,46513
440,15109
43552,9674
12579,46513
15761,53426
43552,23023
10495,53426
440,15822
28823,8023
48162,15500
12575,21188
22705,49267
17317,16205
31512,32795
2362,34775
9253,53426
4923,45092
7711,36963
17510,8521
47698,42179
27314,53426
18523,46513
8617,36963
20450,19398
4123,38405
36925,15500
33878,47244
32058,32811
36085,13884
8615,21235
5113,37
19163,45569
11236,36963
11236,36963
1582,36337
12639,36337
48094,52065
44128,29239
44128,5193
44128,15500
44128,15500
53208,33697
44128,15500
44128,15500
15984,3120
19279,8815
37050,32978
51525,52065
5855,2064
4369,30158
36694,23063
440,18109
440,3917
4861,26946
22158,34716
51268,21188
35312,6655
5738,21188
41196,33697
28004,47201
21135,12917
51562,488
7688,45569
21544,46783
38079,36963
42851,20333
23670,13432
62,45569
49857,35954
21217,54297
27702,7012
33357,21188
8666,14001
12010,18352
4059,25772
19636,34527
46232,52065
10945,4020
35437,31955
14706,16796
34050,21188
55251,15500
52029,30894
4354,5193
7957,19398
18523,32795
40731,15500
39632,5127
40815,52065
6613,36963
3404,21188
3238,48205
26454,29132
28198,42050
14576,15500
22860,21188
17252,21188
48984,21188
34539,46631
50806,45318
39177,27869
6117,27869
5210,26404
26801,39030
21261,52065
684,36963
13994,50695
29549,15500
3711,48365
15761,53426
41072,27835
41072,27835
54938,14001
5429,30741
46897,21235
13427,35844
50342,53390
16143,10911
39192,36963
50479,49267
45664,35272
53628,6496
51990,33697
16062,21188
26081,18289
2790,48876
40972,48876
11879,31706
41873,15500
904,48647
26671,21235
904,48647
21812,29132
22065,140
27314,37804
40336,19152
12804,37159
52440,34671
24449,1698
19692,15500
1644,52065
18765,41622
21391,15500
54781,14968
14619,32811
32828,45222
12116,14362
34760,14362
15347,14362
4065,14362
50900,14362
31324,27094
30894,14249
32438,4503
23775,15500
30730,52065
18748,18489
15016,32811
42221,32795
1624,15500
25364,30741
29378,14001
21442,50283
28230,30741
55010,32811
45855,21235
863,52065
19684,17897
306,36963
43500,3256
30337,15500
34539,46631
28275,15500
7929,15500
18454,15500
1477,5193
23316,33123
40701,42357
3768,52065
12934,26404
1110,26404
53692,21188
47389,29132
45159,15500
31164,21188
52801,35034
10171,15500
20686,21235
1737,16102
22198,48741
11460,31730
39908,54336
48877,15500
47928,39939
20820,6893
6192,52065
43775,30844
8979,27845
47694,41287
53297,15605
20957,52065
898,29132
49295,50281
37880,31955
7531,7928
33758,21188
52141,34575
51852,29132
12190,21188
4277,36963
14998,36963
41072,27835
41072,27835
41072,27835
44324,36963
13851,41499
51743,21188
52104,8909
11210,14001
25769,17135
4497,34893
11939,46986
37022,10954
11390,26608
39365,21188
24250,15500
51007,21235
1545,49850
12811,4026
48162,15500
8470,849
48981,51365
50018,36963
33444,688
6451,48480
34942,26157
10729,4020
10729,31320
18252,14362
24901,14362
43128,14362
48645,14362
3588,15500
52290,52065
23790,15500
27837,17207
51331,21188
20214,21235
7395,48609
3952,32795
21422,21235
54824,15500
40980,15500
5362,16913
25687,45318
51465,55139
37198,45569
51465,55139
51465,55139
48940,18744
55209,31760
6257,6257
52751,4748
9944,3227
52751,4748
48545,17978
47712,50427
29798,52065
44718,15500
15244,40786
41078,42048
52235,18496
30894,15500
33827,15500
15400,52065
1821,15500
9636,21188
42175,15500
52214,18076
45498,43053
46269,33697
36055,2541
4751,39122
37050,52065
46123,21235
36950,15605
27520,27520
30771,37427
40351,4423
21140,15500
48825,52065
45063,36963
440,19194
23095,15500
1737,16102
1737,16102
20736,2442
25034,52065
31904,24641
41240,21188
51077,36963
26355,36963
44885,44885
44885,44885
50621,36963
3692,36963
30874,43610
14023,42727
7812,32795
53365,21188
39023,21188
39030,53426
27520,21188
19069,53426
3503,45569
42634,51886
3733,10789
28639,52065
3733,10789
36540,52134
32337,52065
36540,52134
11009,46490
11009,6852
24449,44026
16348,36963
13789,18673
24449,39165
4775,4564
20452,21188
20452,21188
18523,15500
26166,37995
16205,37995
469,37995
17071,51009
35589,15500
7773,34575
10820,11094
849,31710
17071,53426
7773,15500
35589,15605
10820,15500
849,15500
17071,15500
35589,53426
10820,2023
849,4704
7773,22839
10820,15500
17071,49175
7773,53426
10820,15194
35589,19706
17071,50990
849,15500
7773,19657
10820,15500
35589,32795
17071,30469
849,6549
7773,46536
4123,12481
10820,53481
7773,19706
35589,22821
17071,15500
849,15500
10820,15500
7773,5571
17071,53426
35589,10398
849,920
7773,15605
17071,15500
10820,15711
849,15500
35589,47194
7773,5193
10820,15500
17071,6648
849,26260
35589,845
7773,16333
10820,45902
17071,15500
35589,32795
849,37526
7773,15500
17071,10415
35589,15500
10820,2072
849,30220
39015,15532
16787,36337
28823,9573
19574,19398
46125,13426
46125,13426
16487,5193
16590,15500
55362,29858
17822,37159
17822,39446
17822,48042
17822,25044
20073,15500
20452,21188
27970,14082
6604,42673
25990,25990
16,16
14881,50776
17684,47555
35811,11666
20780,14975
22423,35954
9272,35954
45995,26476
15356,43730
31056,15500
12650,15500
12650,26943
13388,29132
46274,42257
6807,29132
51192,15605
51571,21523
12849,26708
21225,38680
762,52065
4999,25889
34514,39815
34619,15500
18528,5193
29864,43020
45954,52065
26971,24814
48451,19540
4965,15605
4636,42821
35255,54216
17990,17027
9136,9844
16805,15500
28198,46057
30709,15500
52242,13902
32991,20020
11236,36963
52961,10617
11236,36963
24917,50865
15822,50865
8023,50865
45804,28740
28007,25114
18222,15500
51332,29132
3383,6965
53953,37584
22269,54345
48986,29571
40438,29571
22269,11625
16368,29132
6651,15605
40530,40530
40680,32811
17248,15605
22533,15500
47269,38568
52076,39916
16177,32028
48728,48728
43645,53087
48989,15500
14795,25306
132,52065
132,52065
20858,25828
4974,52065
46123,21235
36442,52065
29610,51800
1724,49001
23696,9923
21135,36265
12965,15500
44128,15500
5445,15500
21866,54950
24572,22157
51665,43691
1985,52065
47811,32790
50085,35954
42793,19540
46220,15500
17563,52065
39218,36880
40110,15605
2785,36963
39699,15500
51803,39152
22198,25237
42704,52065
5263,42260
3711,38236
47647,52587
49451,24385
